Solar3,Mean,Year,Date-No,Time,Rain,Weather,Temp
3510.0,3152.333333333333,2012,256,10.0,10.0,0,26
3720.0,3356.0,2012,256,10.5,10.0,0,26
3910.0,3512.0,2012,256,11.0,10.0,0,26
3960.0,3583.666666666666,2012,256,11.5,10.0,0,26
4010.0,3608.0,2012,256,12.0,20.0,0,26
3970.0,3558.0,2012,256,12.5,30.0,0,31
3860.0,3408.666666666666,2012,256,13.0,30.0,0,31
3760.0,3111.0,2012,256,13.5,30.0,0,31
2450.0,2629.6666666666665,2012,256,14.0,30.0,0,31
460.0,1850.0,2012,256,14.5,30.0,0,31
490.0,1634.333333333333,2012,256,15.0,30.0,0,31
720.0,1454.333333333333,2012,256,15.5,30.0,0,32
360.0,1002.6666666666665,2012,256,16.0,30.0,0,32
250.0,603.3333333333334,2012,256,16.5,30.0,0,32
80.0,305.6666666666667,2012,256,17.0,30.0,0,32
10.0,76.66666666666667,2012,256,17.5,30.0,0,32
0.0,2.6666666666666665,2012,256,18.0,25.0,0,32
0.0,0.0,2012,256,18.5,20.0,1,28
0.0,0.0,2012,256,19.0,20.0,1,28
0.0,0.0,2012,256,19.5,20.0,1,28
0.0,0.0,2012,256,20.0,20.0,1,28
0.0,0.0,2012,256,20.5,20.0,1,28
0.0,0.0,2012,256,21.0,20.0,1,28
0.0,0.0,2012,256,21.5,20.0,1,25
0.0,0.0,2012,256,22.0,20.0,1,25
0.0,0.0,2012,256,22.5,20.0,1,25
0.0,0.0,2012,256,23.0,20.0,1,25
0.0,0.0,2012,256,23.5,20.0,1,25
0.0,0.0,2012,256,24.0,20.0,1,25
0.0,0.0,2012,257,0.5,10.0,1,23
0.0,0.0,2012,257,1.0,10.0,1,23
0.0,0.0,2012,257,1.5,10.0,1,23
0.0,0.0,2012,257,2.0,10.0,1,23
0.0,0.0,2012,257,2.5,10.0,1,23
0.0,0.0,2012,257,3.0,10.0,1,23
0.0,0.0,2012,257,3.5,10.0,0,23
0.0,0.0,2012,257,4.0,10.0,0,23
0.0,0.0,2012,257,4.5,10.0,0,23
0.0,0.0,2012,257,5.0,10.0,0,23
0.0,0.0,2012,257,5.5,10.0,0,23
0.0,30.66666666666667,2012,257,6.0,10.0,0,23
70.0,259.6666666666667,2012,257,6.5,10.0,0,23
280.0,562.0,2012,257,7.0,10.0,0,23
850.0,1033.0,2012,257,7.5,10.0,0,23
1730.0,1580.0,2012,257,8.0,10.0,0,23
2320.0,2012.333333333333,2012,257,8.5,10.0,0,23
2760.0,2343.6666666666665,2012,257,9.0,10.0,0,23
3170.0,2668.6666666666665,2012,257,9.5,10.0,0,26
3430.0,2817.333333333333,2012,257,10.0,10.0,0,26
3480.0,2966.666666666666,2012,257,10.5,10.0,0,26
3750.0,3167.333333333333,2012,257,11.0,10.0,0,26
3800.0,3335.666666666666,2012,257,11.5,10.0,0,26
3850.0,3424.333333333333,2012,257,12.0,20.0,0,26
3800.0,3395.666666666666,2012,257,12.5,30.0,0,32
3780.0,3323.666666666666,2012,257,13.0,30.0,0,32
3590.0,3059.333333333333,2012,257,13.5,30.0,0,32
3350.0,2908.333333333333,2012,257,14.0,30.0,0,32
3060.0,2481.0,2012,257,14.5,30.0,0,32
2700.0,2429.6666666666665,2012,257,15.0,30.0,0,32
2290.0,1756.333333333333,2012,257,15.5,30.0,0,33
1740.0,1079.0,2012,257,16.0,30.0,0,33
1230.0,660.3333333333334,2012,257,16.5,30.0,0,33
700.0,399.0,2012,257,17.0,30.0,0,33
160.0,162.0,2012,257,17.5,30.0,0,33
10.0,13.0,2012,257,18.0,30.0,0,33
0.0,0.0,2012,257,18.5,30.0,1,29
0.0,0.0,2012,257,19.0,30.0,1,29
0.0,0.0,2012,257,19.5,30.0,1,29
0.0,0.0,2012,257,20.0,30.0,1,29
0.0,0.0,2012,257,20.5,30.0,1,29
0.0,0.0,2012,257,21.0,30.0,1,29
0.0,0.0,2012,257,21.5,30.0,1,26
0.0,0.0,2012,257,22.0,30.0,1,26
0.0,0.0,2012,257,22.5,30.0,1,26
0.0,0.0,2012,257,23.0,30.0,1,26
0.0,0.0,2012,257,23.5,30.0,1,26
0.0,0.0,2012,257,24.0,30.0,1,26
0.0,0.0,2012,258,0.5,10.0,0,25
0.0,0.0,2012,258,1.0,10.0,0,25
0.0,0.0,2012,258,1.5,10.0,0,25
0.0,0.0,2012,258,2.0,10.0,0,25
0.0,0.0,2012,258,2.5,10.0,0,25
0.0,0.0,2012,258,3.0,10.0,0,25
0.0,0.0,2012,258,3.5,10.0,0,23
0.0,0.0,2012,258,4.0,10.0,0,23
0.0,0.0,2012,258,4.5,10.0,0,23
0.0,0.0,2012,258,5.0,10.0,0,23
0.0,0.0,2012,258,5.5,10.0,0,23
0.0,11.333333333333336,2012,258,6.0,15.0,0,23
10.0,137.0,2012,258,6.5,20.0,0,22
330.0,380.66666666666674,2012,258,7.0,20.0,0,22
1040.0,674.0,2012,258,7.5,20.0,0,22
1250.0,1293.6666666666667,2012,258,8.0,20.0,0,22
2140.0,1529.0,2012,258,8.5,20.0,0,22
2460.0,2086.6666666666665,2012,258,9.0,20.0,0,22
1620.0,2172.333333333333,2012,258,9.5,20.0,0,26
2550.0,2555.333333333333,2012,258,10.0,20.0,0,26
3530.0,3276.333333333333,2012,258,10.5,20.0,0,26
2780.0,3016.333333333333,2012,258,11.0,20.0,0,26
630.0,2387.0,2012,258,11.5,20.0,0,26
880.0,1588.333333333333,2012,258,12.0,25.0,0,26
2750.0,1958.666666666667,2012,258,12.5,30.0,1,31
3460.0,3193.666666666666,2012,258,13.0,30.0,1,31
1950.0,2549.333333333333,2012,258,13.5,30.0,1,31
3050.0,2955.333333333333,2012,258,14.0,30.0,1,31
1880.0,2013.0,2012,258,14.5,30.0,1,31
720.0,1688.333333333333,2012,258,15.0,30.0,1,31
290.0,1283.3333333333333,2012,258,15.5,30.0,0,32
470.0,1074.6666666666667,2012,258,16.0,30.0,0,32
340.0,725.3333333333335,2012,258,16.5,30.0,0,32
450.0,468.66666666666674,2012,258,17.0,30.0,0,32
130.0,126.33333333333331,2012,258,17.5,30.0,0,32
0.0,0.0,2012,258,18.0,30.0,0,32
0.0,0.0,2012,258,18.5,30.0,1,27
0.0,0.0,2012,258,19.0,30.0,1,27
0.0,0.0,2012,258,19.5,30.0,1,27
0.0,0.0,2012,258,20.0,30.0,1,27
0.0,0.0,2012,258,20.5,30.0,1,27
0.0,0.0,2012,258,21.0,30.0,1,27
0.0,0.0,2012,258,21.5,30.0,0,25
0.0,0.0,2012,258,22.0,30.0,0,25
0.0,0.0,2012,258,22.5,30.0,0,25
0.0,0.0,2012,258,23.0,30.0,0,25
0.0,0.0,2012,258,23.5,30.0,0,25
0.0,0.0,2012,258,24.0,30.0,0,25
0.0,0.0,2012,259,0.5,20.0,1,24
0.0,0.0,2012,259,1.0,20.0,1,24
0.0,0.0,2012,259,1.5,20.0,1,24
0.0,0.0,2012,259,2.0,20.0,1,24
0.0,0.0,2012,259,2.5,20.0,1,24
0.0,0.0,2012,259,3.0,20.0,1,24
0.0,0.0,2012,259,3.5,20.0,1,23
0.0,0.0,2012,259,4.0,20.0,1,23
0.0,0.0,2012,259,4.5,20.0,1,23
0.0,0.0,2012,259,5.0,20.0,1,23
0.0,0.0,2012,259,5.5,20.0,1,23
0.0,34.333333333333336,2012,259,6.0,15.0,1,23
170.0,305.0,2012,259,6.5,10.0,0,23
510.0,627.0,2012,259,7.0,10.0,0,23
1300.0,1293.3333333333333,2012,259,7.5,10.0,0,23
1640.0,1663.333333333333,2012,259,8.0,10.0,0,23
2350.0,2142.0,2012,259,8.5,10.0,0,23
2790.0,2516.0,2012,259,9.0,10.0,0,23
3020.0,2864.666666666666,2012,259,9.5,10.0,0,26
3500.0,1793.333333333333,2012,259,10.0,10.0,0,26
3670.0,2587.6666666666665,2012,259,10.5,10.0,0,26
3650.0,2828.666666666666,2012,259,11.0,10.0,0,26
3900.0,3448.0,2012,259,11.5,10.0,0,26
4070.0,2751.666666666666,2012,259,12.0,20.0,0,26
3420.0,2174.333333333333,2012,259,12.5,30.0,0,31
2480.0,1499.0,2012,259,13.0,30.0,0,31
2230.0,1560.0,2012,259,13.5,30.0,0,31
3420.0,2137.333333333333,2012,259,14.0,30.0,0,31
2790.0,2665.0,2012,259,14.5,30.0,0,31
300.0,1534.666666666667,2012,259,15.0,30.0,0,31
1230.0,1542.666666666667,2012,259,15.5,30.0,1,32
1490.0,1534.333333333333,2012,259,16.0,30.0,1,32
650.0,807.6666666666665,2012,259,16.5,30.0,1,32
260.0,395.33333333333326,2012,259,17.0,30.0,1,32
70.0,111.33333333333331,2012,259,17.5,30.0,1,32
0.0,0.0,2012,259,18.0,30.0,1,32
0.0,0.0,2012,259,18.5,30.0,1,28
0.0,0.0,2012,259,19.0,30.0,1,28
0.0,0.0,2012,259,19.5,30.0,1,28
0.0,0.0,2012,259,20.0,30.0,1,28
0.0,0.0,2012,259,20.5,30.0,1,28
0.0,0.0,2012,259,21.0,30.0,1,28
0.0,0.0,2012,259,21.5,30.0,1,26
0.0,0.0,2012,259,22.0,30.0,1,26
0.0,0.0,2012,259,22.5,30.0,1,26
0.0,0.0,2012,259,23.0,30.0,1,26
0.0,0.0,2012,259,23.5,30.0,1,26
0.0,0.0,2012,259,24.0,30.0,1,26
0.0,0.0,2012,260,0.5,20.0,1,25
0.0,0.0,2012,260,1.0,20.0,1,25
0.0,0.0,2012,260,1.5,20.0,1,25
0.0,0.0,2012,260,2.0,20.0,1,25
0.0,0.0,2012,260,2.5,20.0,1,25
0.0,0.0,2012,260,3.0,20.0,1,25
0.0,0.0,2012,260,3.5,20.0,1,24
0.0,0.0,2012,260,4.0,20.0,1,24
0.0,0.0,2012,260,4.5,20.0,1,24
0.0,0.0,2012,260,5.0,20.0,1,24
0.0,0.0,2012,260,5.5,20.0,1,24
0.0,11.333333333333336,2012,260,6.0,25.0,1,24
160.0,208.0,2012,260,6.5,30.0,0,23
600.0,574.6666666666666,2012,260,7.0,30.0,0,23
1350.0,974.0,2012,260,7.5,30.0,0,23
1910.0,1195.3333333333333,2012,260,8.0,30.0,0,23
2400.0,1458.333333333333,2012,260,8.5,30.0,0,23
2840.0,1448.666666666667,2012,260,9.0,30.0,0,23
3130.0,2074.6666666666665,2012,260,9.5,30.0,0,27
3420.0,2278.6666666666665,2012,260,10.0,30.0,0,27
3660.0,2918.666666666666,2012,260,10.5,30.0,0,27
3860.0,3223.0,2012,260,11.0,30.0,0,27
3160.0,2225.6666666666665,2012,260,11.5,30.0,0,27
2870.0,2052.6666666666665,2012,260,12.0,40.0,0,27
2890.0,2218.333333333333,2012,260,12.5,50.0,1,30
1800.0,2212.333333333333,2012,260,13.0,50.0,1,30
2180.0,2146.333333333333,2012,260,13.5,50.0,1,30
3450.0,3021.333333333333,2012,260,14.0,50.0,1,30
1080.0,2004.0,2012,260,14.5,50.0,1,30
2520.0,2294.333333333333,2012,260,15.0,50.0,1,30
2050.0,1962.666666666667,2012,260,15.5,50.0,2,31
1010.0,1270.3333333333333,2012,260,16.0,50.0,2,31
1030.0,948.3333333333335,2012,260,16.5,50.0,2,31
330.0,418.66666666666674,2012,260,17.0,50.0,2,31
90.0,42.0,2012,260,17.5,50.0,2,31
0.0,0.0,2012,260,18.0,40.0,2,31
0.0,0.0,2012,260,18.5,30.0,1,27
0.0,0.0,2012,260,19.0,30.0,1,27
0.0,0.0,2012,260,19.5,30.0,1,27
0.0,0.0,2012,260,20.0,30.0,1,27
0.0,0.0,2012,260,20.5,30.0,1,27
0.0,0.0,2012,260,21.0,30.0,1,27
0.0,0.0,2012,260,21.5,30.0,0,25
0.0,0.0,2012,260,22.0,30.0,0,25
0.0,0.0,2012,260,22.5,30.0,0,25
0.0,0.0,2012,260,23.0,30.0,0,25
0.0,0.0,2012,260,23.5,30.0,0,25
0.0,0.0,2012,260,24.0,30.0,0,25
0.0,0.0,2012,261,0.5,30.0,1,25
0.0,0.0,2012,261,1.0,30.0,1,25
0.0,0.0,2012,261,1.5,30.0,1,25
0.0,0.0,2012,261,2.0,30.0,1,25
0.0,0.0,2012,261,2.5,30.0,1,25
0.0,0.0,2012,261,3.0,30.0,1,25
0.0,0.0,2012,261,3.5,30.0,1,24
0.0,0.0,2012,261,4.0,30.0,1,24
0.0,0.0,2012,261,4.5,30.0,1,24
0.0,0.0,2012,261,5.0,30.0,1,24
0.0,0.0,2012,261,5.5,30.0,1,24
0.0,21.33333333333333,2012,261,6.0,25.0,1,24
40.0,222.0,2012,261,6.5,20.0,0,24
190.0,528.0,2012,261,7.0,20.0,0,24
260.0,859.0,2012,261,7.5,20.0,0,24
1230.0,1403.0,2012,261,8.0,20.0,0,24
1350.0,1319.3333333333333,2012,261,8.5,20.0,0,24
1650.0,1999.666666666667,2012,261,9.0,20.0,0,24
3290.0,2854.666666666666,2012,261,9.5,20.0,0,27
2590.0,2852.0,2012,261,10.0,20.0,0,27
2150.0,2602.333333333333,2012,261,10.5,20.0,0,27
3810.0,3459.0,2012,261,11.0,20.0,0,27
3480.0,3193.0,2012,261,11.5,20.0,0,27
3910.0,2377.6666666666665,2012,261,12.0,30.0,0,27
4070.0,3139.666666666666,2012,261,12.5,40.0,1,29
2380.0,2401.333333333333,2012,261,13.0,40.0,1,29
3910.0,2657.0,2012,261,13.5,40.0,1,29
2230.0,2550.6666666666665,2012,261,14.0,40.0,1,29
1370.0,2195.6666666666665,2012,261,14.5,40.0,1,29
1280.0,1927.666666666667,2012,261,15.0,40.0,1,29
1750.0,1804.0,2012,261,15.5,40.0,1,29
1470.0,1382.666666666667,2012,261,16.0,40.0,1,29
520.0,726.6666666666665,2012,261,16.5,40.0,1,29
320.0,316.6666666666667,2012,261,17.0,40.0,1,29
70.0,56.33333333333334,2012,261,17.5,40.0,1,29
0.0,0.0,2012,261,18.0,45.0,1,29
0.0,0.0,2012,261,18.5,50.0,2,28
0.0,0.0,2012,261,19.0,50.0,2,28
0.0,0.0,2012,261,19.5,50.0,2,28
0.0,0.0,2012,261,20.0,50.0,2,28
0.0,0.0,2012,261,20.5,50.0,2,28
0.0,0.0,2012,261,21.0,50.0,2,28
0.0,0.0,2012,261,21.5,50.0,1,26
0.0,0.0,2012,261,22.0,50.0,1,26
0.0,0.0,2012,261,22.5,50.0,1,26
0.0,0.0,2012,261,23.0,50.0,1,26
0.0,0.0,2012,261,23.5,50.0,1,26
0.0,0.0,2012,261,24.0,50.0,1,26
0.0,0.0,2012,262,0.5,40.0,1,25
0.0,0.0,2012,262,1.0,40.0,1,25
0.0,0.0,2012,262,1.5,40.0,1,25
0.0,0.0,2012,262,2.0,40.0,1,25
0.0,0.0,2012,262,2.5,40.0,1,25
0.0,0.0,2012,262,3.0,40.0,1,25
0.0,0.0,2012,262,3.5,40.0,1,23
0.0,0.0,2012,262,4.0,40.0,1,23
0.0,0.0,2012,262,4.5,40.0,1,23
0.0,0.0,2012,262,5.0,40.0,1,23
0.0,0.0,2012,262,5.5,40.0,1,23
20.0,10.666666666666666,2012,262,6.0,35.0,1,23
250.0,132.66666666666666,2012,262,6.5,30.0,0,23
700.0,550.0,2012,262,7.0,30.0,0,23
1840.0,1406.666666666667,2012,262,7.5,30.0,0,23
1900.0,1721.0,2012,262,8.0,30.0,0,23
1770.0,1975.0,2012,262,8.5,30.0,0,23
2190.0,1901.666666666667,2012,262,9.0,30.0,0,23
2540.0,2206.6666666666665,2012,262,9.5,30.0,0,26
3200.0,3020.666666666666,2012,262,10.0,30.0,0,26
3110.0,3153.0,2012,262,10.5,30.0,0,26
3500.0,3439.0,2012,262,11.0,30.0,0,26
3320.0,2900.666666666666,2012,262,11.5,30.0,0,26
3420.0,2628.0,2012,262,12.0,40.0,0,26
2510.0,2535.6666666666665,2012,262,12.5,50.0,2,30
3520.0,3238.666666666666,2012,262,13.0,50.0,2,30
3730.0,3311.666666666666,2012,262,13.5,50.0,2,30
3370.0,3014.333333333333,2012,262,14.0,50.0,2,30
2070.0,2175.6666666666665,2012,262,14.5,50.0,2,30
2140.0,1927.666666666667,2012,262,15.0,50.0,2,30
820.0,853.6666666666665,2012,262,15.5,50.0,1,27
620.0,1087.0,2012,262,16.0,50.0,1,27
690.0,1019.3333333333335,2012,262,16.5,50.0,1,27
230.0,242.33333333333331,2012,262,17.0,50.0,1,27
50.0,60.66666666666666,2012,262,17.5,50.0,1,27
0.0,0.0,2012,262,18.0,50.0,1,27
0.0,0.0,2012,262,18.5,50.0,2,25
0.0,0.0,2012,262,19.0,50.0,2,25
0.0,0.0,2012,262,19.5,50.0,2,25
0.0,0.0,2012,262,20.0,50.0,2,25
0.0,0.0,2012,262,20.5,50.0,2,25
0.0,0.0,2012,262,21.0,50.0,2,25
0.0,0.0,2012,262,21.5,50.0,1,25
0.0,0.0,2012,262,22.0,50.0,1,25
0.0,0.0,2012,262,22.5,50.0,1,25
0.0,0.0,2012,262,23.0,50.0,1,25
0.0,0.0,2012,262,23.5,50.0,1,25
0.0,0.0,2012,262,24.0,50.0,1,25
0.0,0.0,2012,263,0.5,80.0,2,24
0.0,0.0,2012,263,1.0,80.0,2,24
0.0,0.0,2012,263,1.5,80.0,2,24
0.0,0.0,2012,263,2.0,80.0,2,24
0.0,0.0,2012,263,2.5,80.0,2,24
0.0,0.0,2012,263,3.0,80.0,2,24
0.0,0.0,2012,263,3.5,80.0,2,23
0.0,0.0,2012,263,4.0,80.0,2,23
0.0,0.0,2012,263,4.5,80.0,2,23
0.0,0.0,2012,263,5.0,80.0,2,23
0.0,0.0,2012,263,5.5,80.0,2,23
0.0,0.0,2012,263,6.0,55.0,2,23
10.0,30.33333333333333,2012,263,6.5,30.0,1,23
100.0,103.33333333333331,2012,263,7.0,30.0,1,23
170.0,135.0,2012,263,7.5,30.0,1,23
180.0,214.0,2012,263,8.0,30.0,1,23
430.0,438.0,2012,263,8.5,30.0,1,23
900.0,818.6666666666665,2012,263,9.0,30.0,1,23
470.0,438.66666666666674,2012,263,9.5,30.0,0,26
1400.0,666.3333333333334,2012,263,10.0,30.0,0,26
1430.0,897.6666666666665,2012,263,10.5,30.0,0,26
1130.0,1227.3333333333333,2012,263,11.0,30.0,0,26
1260.0,1531.666666666667,2012,263,11.5,30.0,0,26
1460.0,1637.666666666667,2012,263,12.0,20.0,0,26
1470.0,1588.666666666667,2012,263,12.5,10.0,0,31
1500.0,1220.6666666666667,2012,263,13.0,10.0,0,31
1290.0,1239.3333333333333,2012,263,13.5,10.0,0,31
1100.0,874.3333333333335,2012,263,14.0,10.0,0,31
1090.0,975.3333333333335,2012,263,14.5,10.0,0,31
730.0,883.3333333333335,2012,263,15.0,10.0,0,31
290.0,465.66666666666674,2012,263,15.5,10.0,0,32
300.0,333.6666666666667,2012,263,16.0,10.0,0,32
330.0,198.33333333333331,2012,263,16.5,10.0,0,32
260.0,98.0,2012,263,17.0,10.0,0,32
130.0,43.33333333333334,2012,263,17.5,10.0,0,32
0.0,0.0,2012,263,18.0,10.0,0,32
0.0,0.0,2012,263,18.5,10.0,0,28
0.0,0.0,2012,263,19.0,10.0,0,28
0.0,0.0,2012,263,19.5,10.0,0,28
0.0,0.0,2012,263,20.0,10.0,0,28
0.0,0.0,2012,263,20.5,10.0,0,28
0.0,0.0,2012,263,21.0,10.0,0,28
0.0,0.0,2012,263,21.5,10.0,0,25
0.0,0.0,2012,263,22.0,10.0,0,25
0.0,0.0,2012,263,22.5,10.0,0,25
0.0,0.0,2012,263,23.0,10.0,0,25
0.0,0.0,2012,263,23.5,10.0,0,25
0.0,0.0,2012,263,24.0,10.0,0,25
0.0,0.0,2012,264,0.5,10.0,1,23
0.0,0.0,2012,264,1.0,10.0,1,23
0.0,0.0,2012,264,1.5,10.0,1,23
0.0,0.0,2012,264,2.0,10.0,1,23
0.0,0.0,2012,264,2.5,10.0,1,23
0.0,0.0,2012,264,3.0,10.0,1,23
0.0,0.0,2012,264,3.5,10.0,0,22
0.0,0.0,2012,264,4.0,10.0,0,22
0.0,0.0,2012,264,4.5,10.0,0,22
0.0,0.0,2012,264,5.0,10.0,0,22
0.0,0.0,2012,264,5.5,10.0,0,22
0.0,0.0,2012,264,6.0,10.0,0,22
70.0,112.33333333333331,2012,264,6.5,10.0,0,21
270.0,469.66666666666674,2012,264,7.0,10.0,0,21
670.0,954.0,2012,264,7.5,10.0,0,21
1230.0,1479.0,2012,264,8.0,10.0,0,21
1990.0,2037.666666666667,2012,264,8.5,10.0,0,21
2820.0,2536.0,2012,264,9.0,10.0,0,21
2760.0,2708.0,2012,264,9.5,10.0,0,25
3050.0,2985.0,2012,264,10.0,10.0,0,25
2900.0,3056.0,2012,264,10.5,10.0,0,25
3590.0,3342.333333333333,2012,264,11.0,10.0,0,25
3910.0,3477.0,2012,264,11.5,10.0,0,25
3920.0,3492.666666666666,2012,264,12.0,15.0,0,25
3870.0,3439.666666666666,2012,264,12.5,20.0,0,30
3760.0,3280.666666666666,2012,264,13.0,20.0,0,30
3600.0,3069.0,2012,264,13.5,20.0,0,30
3350.0,2891.0,2012,264,14.0,20.0,0,30
3020.0,2584.6666666666665,2012,264,14.5,20.0,0,30
2640.0,2206.0,2012,264,15.0,20.0,0,30
2150.0,1793.666666666667,2012,264,15.5,20.0,1,30
870.0,1063.0,2012,264,16.0,20.0,1,30
410.0,597.3333333333334,2012,264,16.5,20.0,1,30
350.0,333.6666666666667,2012,264,17.0,20.0,1,30
10.0,4.0,2012,264,17.5,20.0,1,30
0.0,0.0,2012,264,18.0,20.0,1,30
0.0,0.0,2012,264,18.5,20.0,0,28
0.0,0.0,2012,264,19.0,20.0,0,28
0.0,0.0,2012,264,19.5,20.0,0,28
0.0,0.0,2012,264,20.0,20.0,0,28
0.0,0.0,2012,264,20.5,20.0,0,28
0.0,0.0,2012,264,21.0,20.0,0,28
0.0,0.0,2012,264,21.5,20.0,1,25
0.0,0.0,2012,264,22.0,20.0,1,25
0.0,0.0,2012,264,22.5,20.0,1,25
0.0,0.0,2012,264,23.0,20.0,1,25
0.0,0.0,2012,264,23.5,20.0,1,25
0.0,0.0,2012,264,24.0,20.0,1,25
0.0,0.0,2012,265,0.5,20.0,1,23
0.0,0.0,2012,265,1.0,20.0,1,23
0.0,0.0,2012,265,1.5,20.0,1,23
0.0,0.0,2012,265,2.0,20.0,1,23
0.0,0.0,2012,265,2.5,20.0,1,23
0.0,0.0,2012,265,3.0,20.0,1,23
0.0,0.0,2012,265,3.5,20.0,1,22
0.0,0.0,2012,265,4.0,20.0,1,22
0.0,0.0,2012,265,4.5,20.0,1,22
0.0,0.0,2012,265,5.0,20.0,1,22
0.0,0.0,2012,265,5.5,20.0,1,22
0.0,0.0,2012,265,6.0,25.0,1,22
10.0,72.0,2012,265,6.5,30.0,1,22
140.0,146.66666666666666,2012,265,7.0,30.0,1,22
80.0,158.33333333333334,2012,265,7.5,30.0,1,22
150.0,370.33333333333326,2012,265,8.0,30.0,1,22
260.0,525.6666666666666,2012,265,8.5,30.0,1,22
280.0,929.6666666666665,2012,265,9.0,30.0,1,22
430.0,834.3333333333335,2012,265,9.5,30.0,1,25
550.0,1099.3333333333333,2012,265,10.0,30.0,1,25
1240.0,1498.0,2012,265,10.5,30.0,1,25
2220.0,1500.0,2012,265,11.0,30.0,1,25
1950.0,1349.0,2012,265,11.5,30.0,1,25
3700.0,1532.0,2012,265,12.0,30.0,1,25
2880.0,1411.666666666667,2012,265,12.5,30.0,0,27
1450.0,1367.3333333333333,2012,265,13.0,30.0,0,27
3210.0,2796.333333333333,2012,265,13.5,30.0,0,27
3100.0,2754.0,2012,265,14.0,30.0,0,27
2910.0,2547.6666666666665,2012,265,14.5,30.0,0,27
2510.0,2012.666666666667,2012,265,15.0,30.0,0,27
2030.0,1713.666666666667,2012,265,15.5,30.0,1,28
1540.0,1299.0,2012,265,16.0,30.0,1,28
580.0,689.6666666666665,2012,265,16.5,30.0,1,28
180.0,259.3333333333333,2012,265,17.0,30.0,1,28
20.0,33.666666666666664,2012,265,17.5,30.0,1,28
0.0,0.0,2012,265,18.0,20.0,1,28
0.0,0.0,2012,265,18.5,10.0,0,26
0.0,0.0,2012,265,19.0,10.0,0,26
0.0,0.0,2012,265,19.5,10.0,0,26
0.0,0.0,2012,265,20.0,10.0,0,26
0.0,0.0,2012,265,20.5,10.0,0,26
0.0,0.0,2012,265,21.0,10.0,0,26
0.0,0.0,2012,265,21.5,10.0,0,23
0.0,0.0,2012,265,22.0,10.0,0,23
0.0,0.0,2012,265,22.5,10.0,0,23
0.0,0.0,2012,265,23.0,10.0,0,23
0.0,0.0,2012,265,23.5,10.0,0,23
0.0,0.0,2012,265,24.0,10.0,0,23
0.0,0.0,2012,266,0.5,10.0,0,22
0.0,0.0,2012,266,1.0,10.0,0,22
0.0,0.0,2012,266,1.5,10.0,0,22
0.0,0.0,2012,266,2.0,10.0,0,22
0.0,0.0,2012,266,2.5,10.0,0,22
0.0,0.0,2012,266,3.0,10.0,0,22
0.0,0.0,2012,266,3.5,10.0,1,21
0.0,0.0,2012,266,4.0,10.0,1,21
0.0,0.0,2012,266,4.5,10.0,1,21
0.0,0.0,2012,266,5.0,10.0,1,21
0.0,0.0,2012,266,5.5,10.0,1,21
0.0,0.0,2012,266,6.0,10.0,1,21
0.0,6.666666666666668,2012,266,6.5,10.0,1,21
70.0,122.33333333333331,2012,266,7.0,10.0,1,21
460.0,421.66666666666674,2012,266,7.5,10.0,1,21
530.0,606.6666666666666,2012,266,8.0,10.0,1,21
1060.0,790.0,2012,266,8.5,10.0,1,21
1500.0,1285.0,2012,266,9.0,10.0,1,21
2630.0,2067.333333333333,2012,266,9.5,10.0,0,24
2960.0,1905.0,2012,266,10.0,10.0,0,24
2220.0,1742.333333333333,2012,266,10.5,10.0,0,24
3850.0,2445.0,2012,266,11.0,10.0,0,24
3880.0,3715.333333333334,2012,266,11.5,10.0,0,24
3090.0,1981.666666666667,2012,266,12.0,20.0,0,24
2390.0,1421.0,2012,266,12.5,30.0,1,29
2700.0,2390.0,2012,266,13.0,30.0,1,29
2450.0,2125.0,2012,266,13.5,30.0,1,29
2090.0,2132.0,2012,266,14.0,30.0,1,29
2390.0,2049.0,2012,266,14.5,30.0,1,29
1740.0,1499.0,2012,266,15.0,30.0,1,29
1250.0,900.3333333333335,2012,266,15.5,30.0,1,27
530.0,594.0,2012,266,16.0,30.0,1,27
570.0,361.66666666666674,2012,266,16.5,30.0,1,27
200.0,149.33333333333334,2012,266,17.0,30.0,1,27
20.0,9.333333333333334,2012,266,17.5,30.0,1,27
0.0,0.0,2012,266,18.0,35.0,1,27
0.0,0.0,2012,266,18.5,40.0,1,23
0.0,0.0,2012,266,19.0,40.0,1,23
0.0,0.0,2012,266,19.5,40.0,1,23
0.0,0.0,2012,266,20.0,40.0,1,23
0.0,0.0,2012,266,20.5,40.0,1,23
0.0,0.0,2012,266,21.0,40.0,1,23
0.0,0.0,2012,266,21.5,40.0,1,22
0.0,0.0,2012,266,22.0,40.0,1,22
0.0,0.0,2012,266,22.5,40.0,1,22
0.0,0.0,2012,266,23.0,40.0,1,22
0.0,0.0,2012,266,23.5,40.0,1,22
0.0,0.0,2012,266,24.0,40.0,1,22
0.0,0.0,2012,267,0.5,50.0,1,22
0.0,0.0,2012,267,1.0,50.0,1,22
0.0,0.0,2012,267,1.5,50.0,1,22
0.0,0.0,2012,267,2.0,50.0,1,22
0.0,0.0,2012,267,2.5,50.0,1,22
0.0,0.0,2012,267,3.0,50.0,1,22
0.0,0.0,2012,267,3.5,50.0,2,21
0.0,0.0,2012,267,4.0,50.0,2,21
0.0,0.0,2012,267,4.5,50.0,2,21
0.0,0.0,2012,267,5.0,50.0,2,21
0.0,0.0,2012,267,5.5,50.0,2,21
0.0,0.0,2012,267,6.0,55.0,2,21
