Solar2,Year,Date-No,Time,Ex-Solar,Rain,Temp,Wind,Clowdy,Rainy,Snowy,Pre-Snow
1781.0,2013,9,10.5,343.37526734424296,10.0,5,2,0,0,0,0.0
1732.0,2013,9,11.0,364.69799582773464,10.0,5,2,0,0,0,0.0
1830.0,2013,9,11.5,377.16209406987707,10.0,5,2,0,0,0,0.0
1224.0,2013,9,12.0,380.5542978940461,10.0,5,2,0,0,0,0.0
1473.0,2013,9,12.5,374.81656575231375,10.0,8,2,0,0,0,0.0
2011.0,2013,9,13.0,360.04707183242493,10.0,8,2,0,0,0,0.0
2388.0,2013,9,13.5,336.4985262702262,10.0,8,2,0,0,0,0.0
2088.0,2013,9,14.0,304.5738512091772,10.0,8,2,0,0,0,0.0
1356.0,2013,9,14.5,264.81928669076444,10.0,8,2,0,0,0,0.0
1292.0,2013,9,15.0,217.91504433594568,10.0,8,2,0,0,0,0.0
837.0,2013,9,15.5,164.6636687357246,10.0,9,1,1,0,0,0.0
300.0,2013,9,16.0,105.97630569069155,10.0,9,1,1,0,0,0.0
91.0,2013,9,16.5,42.85711225375809,10.0,9,1,1,0,0,0.0
0.0,2013,9,17.0,0.7626793858491391,10.0,9,1,1,0,0,0.0
0.0,2013,9,17.5,0.0,10.0,9,1,1,0,0,0.0
0.0,2013,9,18.0,0.0,10.0,9,1,1,0,0,0.0
0.0,2013,9,18.5,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,19.0,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,19.5,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,20.0,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,20.5,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,21.0,0.0,10.0,8,2,1,0,0,0.0
0.0,2013,9,21.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,9,22.0,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,9,22.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,9,23.0,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,9,23.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,9,24.0,0.0,10.0,6,2,0,0,0,0.0
0.0,2013,10,0.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,1.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,1.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,2.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,2.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,3.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,3.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2013,10,4.0,0.0,10.0,3,3,0,0,0,0.0
0.0,2013,10,4.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2013,10,5.0,0.0,10.0,3,3,0,0,0,0.0
0.0,2013,10,5.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2013,10,6.0,0.0,5.0,3,3,0,0,0,0.0
0.0,2013,10,6.5,0.0,0.0,3,2,0,0,0,0.0
0.0,2013,10,7.0,6.031084068302175,0.0,3,2,0,0,0,0.0
70.0,2013,10,7.5,60.65323901939175,0.0,3,2,0,0,0,0.0
444.0,2013,10,8.0,122.79293838812197,0.0,3,2,0,0,0,0.0
590.0,2013,10,8.5,180.2299814289484,0.0,3,2,0,0,0,0.0
1446.0,2013,10,9.0,231.98160441088572,0.0,3,2,0,0,0,0.0
1440.0,2013,10,9.5,277.16232271645237,0.0,4,2,0,0,0,0.0
2231.0,2013,10,10.0,314.9990817289784,0.0,4,2,0,0,0,0.0
2916.0,2013,10,10.5,344.84448401142805,0.0,4,2,0,0,0,0.0
3276.0,2013,10,11.0,366.1878664560399,0.0,4,2,0,0,0,0.0
3492.0,2013,10,11.5,378.66403787168304,0.0,4,2,0,0,0,0.0
2178.0,2013,10,12.0,382.0595275063875,5.0,4,2,0,0,0,0.0
3393.0,2013,10,12.5,376.31623759109607,10.0,7,2,0,0,0,0.0
3139.0,2013,10,13.0,361.53243740860006,10.0,7,2,0,0,0,0.0
2921.0,2013,10,13.5,337.96108187886585,10.0,7,2,0,0,0,0.0
2770.0,2013,10,14.0,306.0054834302215,10.0,7,2,0,0,0,0.0
2314.0,2013,10,14.5,266.21241121188916,10.0,7,2,0,0,0,0.0
1847.0,2013,10,15.0,219.26273572224827,10.0,7,2,0,0,0,0.0
1284.0,2013,10,15.5,165.95977892583588,10.0,7,2,1,0,0,0.0
526.0,2013,10,16.0,107.21556919181016,10.0,7,2,1,0,0,0.0
85.0,2013,10,16.5,44.035236235692274,10.0,7,2,1,0,0,0.0
0.0,2013,10,17.0,0.9447535780945776,10.0,7,2,1,0,0,0.0
0.0,2013,10,17.5,0.0,10.0,7,2,1,0,0,0.0
0.0,2013,10,18.0,0.0,10.0,7,2,1,0,0,0.0
0.0,2013,10,18.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,19.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,19.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,20.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,20.5,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,21.0,0.0,10.0,5,3,1,0,0,0.0
0.0,2013,10,21.5,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,10,22.0,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,10,22.5,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,10,23.0,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,10,23.5,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,10,24.0,0.0,10.0,4,2,0,0,0,0.0
0.0,2013,11,0.5,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,1.0,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,1.5,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,2.0,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,2.5,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,3.0,0.0,0.0,4,3,0,0,0,0.0
0.0,2013,11,3.5,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,4.0,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,4.5,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,5.0,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,5.5,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,6.0,0.0,0.0,3,3,0,0,0,0.0
0.0,2013,11,6.5,0.0,0.0,2,3,0,0,0,0.0
0.0,2013,11,7.0,6.550668683552207,0.0,2,3,0,0,0,0.0
7.0,2013,11,7.5,61.89671618571998,0.0,2,3,0,0,0,0.0
349.0,2013,11,8.0,124.0981726369707,0.0,2,3,0,0,0,0.0
998.0,2013,11,8.5,181.59229905996418,0.0,2,3,0,0,0,0.0
1643.0,2013,11,9.0,233.39535501121955,0.0,2,3,0,0,0,0.0
2367.0,2013,11,9.5,278.62097584089037,0.0,3,2,0,0,0,0.0
2831.0,2013,11,10.0,316.49533863767,0.0,3,2,0,0,0,0.0
3134.0,2013,11,10.5,346.3704025533484,0.0,3,2,0,0,0,0.0
3409.0,2013,11,11.0,367.73499696139567,0.0,3,2,0,0,0,0.0
3509.0,2013,11,11.5,380.22356772810554,0.0,3,2,0,0,0,0.0
3596.0,2013,11,12.0,383.6224319451736,0.0,3,2,0,0,0,0.0
3517.0,2013,11,12.5,377.87343410350275,0.0,7,2,0,0,0,0.0
3402.0,2013,11,13.0,363.07494115008717,0.0,7,2,0,0,0,0.0
3090.0,2013,11,13.5,339.4801594022772,0.0,7,2,0,0,0,0.0
2816.0,2013,11,14.0,307.4928021174873,0.0,7,2,0,0,0,0.0
2434.0,2013,11,14.5,267.6601818474312,0.0,7,2,0,0,0,0.0
1914.0,2013,11,15.0,220.66384576861816,0.0,7,2,0,0,0,0.0
1169.0,2013,11,15.5,167.30791422120268,0.0,7,1,0,0,0,0.0
501.0,2013,11,16.0,108.50532198702005,0.0,7,1,0,0,0,0.0
180.0,2013,11,16.5,45.26219772235574,0.0,7,1,0,0,0,0.0
0.0,2013,11,17.0,1.1549075605467052,0.0,7,1,0,0,0,0.0
0.0,2013,11,17.5,0.0,0.0,7,1,0,0,0,0.0
0.0,2013,11,18.0,0.0,5.0,7,1,0,0,0,0.0
0.0,2013,11,18.5,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,19.0,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,19.5,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,20.0,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,20.5,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,21.0,0.0,10.0,5,1,1,0,0,0.0
0.0,2013,11,21.5,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,11,22.0,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,11,22.5,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,11,23.0,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,11,23.5,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,11,24.0,0.0,10.0,4,2,1,0,0,0.0
0.0,2013,12,0.5,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,1.0,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,1.5,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,2.0,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,2.5,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,3.0,0.0,10.0,3,2,1,0,0,0.0
0.0,2013,12,3.5,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,4.0,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,4.5,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,5.0,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,5.5,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,6.0,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,6.5,0.0,10.0,2,2,1,0,0,0.0
0.0,2013,12,7.0,7.1129878523461025,10.0,2,2,1,0,0,0.0
27.0,2013,12,7.5,63.18900066625262,10.0,2,2,1,0,0,0.0
115.0,2013,12,8.0,125.45376458339604,10.0,2,2,1,0,0,0.0
477.0,2013,12,8.5,183.0064074408142,10.0,2,2,1,0,0,0.0
875.0,2013,12,9.0,234.86218756260956,10.0,2,2,1,0,0,0.0
2041.0,2013,12,9.5,280.1338381737597,10.0,5,3,0,0,0,0.0
2346.0,2013,12,10.0,318.04674878063514,10.0,5,3,0,0,0,0.0
1867.0,2013,12,10.5,347.9522189713075,10.0,5,3,0,0,0,0.0
1591.0,2013,12,11.0,369.3385578594516,10.0,5,3,0,0,0,0.0
2827.0,2013,12,11.5,381.8398392572781,10.0,5,3,0,0,0,0.0
3195.0,2013,12,12.0,385.24216277405986,10.0,5,3,0,0,0,0.0
3211.0,2013,12,12.5,379.48731371112274,10.0,10,3,0,0,0,0.0
3039.0,2013,12,13.0,364.6737591314791,10.0,10,3,0,0,0,0.0
2868.0,2013,12,13.5,341.0549630610799,10.0,10,3,0,0,0,0.0
2571.0,2013,12,14.0,309.035049649057,10.0,10,3,0,0,0,0.0
2205.0,2013,12,14.5,269.1618884914874,10.0,10,3,0,0,0,0.0
1756.0,2013,12,15.0,222.11772043070587,10.0,10,3,0,0,0,0.0
1132.0,2013,12,15.5,168.70748422533987,10.0,11,3,0,0,0,0.0
490.0,2013,12,16.0,109.84504382497832,10.0,11,3,0,0,0,0.0
183.0,2013,12,16.5,46.53755190462298,10.0,11,3,0,0,0,0.0
0.0,2013,12,17.0,1.3955029002941557,10.0,11,3,0,0,0,0.0
0.0,2013,12,17.5,0.0,10.0,11,3,0,0,0,0.0
0.0,2013,12,18.0,0.0,5.0,11,3,0,0,0,0.0
0.0,2013,12,18.5,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,19.0,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,19.5,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,20.0,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,20.5,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,21.0,0.0,0.0,8,2,0,0,0,0.0
0.0,2013,12,21.5,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,12,22.0,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,12,22.5,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,12,23.0,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,12,23.5,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,12,24.0,0.0,0.0,7,2,0,0,0,0.0
0.0,2013,13,0.5,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,1.0,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,1.5,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,2.0,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,2.5,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,3.0,0.0,0.0,6,3,0,0,0,0.0
0.0,2013,13,3.5,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,4.0,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,4.5,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,5.0,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,5.5,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,6.0,0.0,0.0,6,2,0,0,0,0.0
0.0,2013,13,6.5,0.0,0.0,5,2,0,0,0,0.0
0.0,2013,13,7.0,7.720342420865321,0.0,5,2,0,0,0,0.0
46.0,2013,13,7.5,64.52960715836248,0.0,5,2,0,0,0,0.0
458.0,2013,13,8.0,126.85915233833114,0.0,5,2,0,0,0,0.0
988.0,2013,13,8.5,184.47167389196017,0.0,5,2,0,0,0,0.0
1541.0,2013,13,9.0,236.3814056022582,0.0,5,2,0,0,0,0.0
2164.0,2013,13,9.5,281.7001575675656,0.0,7,2,0,0,0,0.0
2526.0,2013,13,10.0,319.65251337702404,0.0,7,2,0,0,0,0.0
2853.0,2013,13,10.5,349.5890977003527,0.0,7,2,0,0,0,0.0
3157.0,2013,13,11.0,370.9976872797903,0.0,7,2,0,0,0,0.0
3117.0,2013,13,11.5,383.5119752120503,0.0,7,2,0,0,0,0.0
2776.0,2013,13,12.0,386.91783856099545,5.0,7,2,0,0,0,0.0
2581.0,2013,13,12.5,381.15700206044164,10.0,10,2,0,0,0,0.0
2864.0,2013,13,13.0,366.3280352201192,10.0,10,2,0,0,0,0.0
2558.0,2013,13,13.5,342.6846657740321,10.0,10,2,0,0,0,0.0
2567.0,2013,13,14.0,310.6314383285834,10.0,10,2,0,0,0,0.0
1343.0,2013,13,14.5,270.71679249219835,10.0,10,2,0,0,0,0.0
1209.0,2013,13,15.0,223.6236789215681,10.0,10,2,0,0,0,0.0
1086.0,2013,13,15.5,170.15787384656366,10.0,11,2,1,0,0,0.0
579.0,2013,13,16.0,111.23419201554019,10.0,11,2,1,0,0,0.0
138.0,2013,13,16.5,47.86083396135746,10.0,11,2,1,0,0,0.0
0.0,2013,13,17.0,1.6689522803039112,10.0,11,2,1,0,0,0.0
0.0,2013,13,17.5,0.0,10.0,11,2,1,0,0,0.0
0.0,2013,13,18.0,0.0,10.0,11,2,1,0,0,0.0
0.0,2013,13,18.5,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,19.0,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,19.5,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,20.0,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,20.5,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,21.0,0.0,10.0,10,2,1,0,0,0.0
0.0,2013,13,21.5,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,13,22.0,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,13,22.5,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,13,23.0,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,13,23.5,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,13,24.0,0.0,10.0,9,3,1,0,0,0.0
0.0,2013,14,0.5,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,1.0,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,1.5,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,2.0,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,2.5,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,3.0,0.0,90.0,8,3,0,1,0,0.0
0.0,2013,14,3.5,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,4.0,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,4.5,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,5.0,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,5.5,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,6.0,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,6.5,0.0,90.0,5,4,0,1,0,0.0
0.0,2013,14,7.0,8.375068773925802,90.0,5,4,0,1,0,0.0
0.0,2013,14,7.5,65.91802978739653,90.0,5,4,0,1,0,0.0
0.0,2013,14,8.0,128.31375113959518,90.0,5,4,0,1,0,0.0
0.0,2013,14,8.5,185.9874407338048,90.0,5,4,0,1,0,0.0
0.0,2013,14,9.0,237.95228575090073,90.0,5,4,0,1,0,0.0
0.0,2013,14,9.5,283.3191532852636,90.0,4,4,0,1,0,0.0
0.0,2013,14,10.0,321.31180365530844,90.0,4,4,0,1,0,0.0
0.0,2013,14,10.5,351.2801720796512,90.0,4,4,0,1,0,0.0
0.0,2013,14,11.0,372.7114914657499,90.0,4,4,0,1,0,0.0
0.0,2013,14,11.5,385.2390659970239,90.0,4,4,0,1,0,0.0
0.0,2013,14,12.0,388.64854539994354,90.0,4,4,0,1,0,0.0
0.0,2013,14,12.5,382.88159253663855,90.0,4,4,0,1,0,0.0
0.0,2013,14,13.0,368.0368815695012,90.0,4,4,0,1,0,0.0
0.0,2013,14,13.5,344.3684096189109,90.0,4,4,0,1,0,0.0
0.0,2013,14,14.0,312.2811508020824,90.0,4,4,0,1,0,0.0
0.0,2013,14,14.5,272.32412701364035,90.0,4,4,0,1,0,0.0
0.0,2013,14,15.0,225.1810140087851,90.0,4,4,0,1,0,0.0
0.0,2013,14,15.5,171.65844352156978,90.0,3,4,0,1,0,0.0
0.0,2013,14,16.0,112.67220157229067,90.0,3,4,0,1,0,0.0
0.0,2013,14,16.5,49.23155911477598,90.0,3,4,0,1,0,0.0
0.0,2013,14,17.0,1.977714203546629,90.0,3,4,0,1,0,0.0
0.0,2013,14,17.5,0.0,90.0,3,4,0,1,0,0.0
0.0,2013,14,18.0,0.0,70.0,3,4,0,1,0,0.0
0.0,2013,14,18.5,0.0,50.0,3,4,0,1,0,0.0
0.0,2013,14,19.0,0.0,50.0,3,4,0,1,0,0.0
0.0,2013,14,19.5,0.0,50.0,3,4,0,1,0,0.0
0.0,2013,14,20.0,0.0,50.0,3,4,0,1,0,8.0
0.0,2013,14,20.5,0.0,50.0,3,4,0,1,0,8.0
0.0,2013,14,21.0,0.0,50.0,3,4,0,1,0,8.0
0.0,2013,14,21.5,0.0,50.0,3,4,1,0,0,8.0
0.0,2013,14,22.0,0.0,50.0,3,4,1,0,0,7.8
0.0,2013,14,22.5,0.0,50.0,3,4,1,0,0,8.0
0.0,2013,14,23.0,0.0,50.0,3,4,1,0,0,7.9
0.0,2013,14,23.5,0.0,50.0,3,4,1,0,0,7.9
0.0,2013,14,24.0,0.0,50.0,3,4,1,0,0,7.9
0.0,2013,15,0.5,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,1.0,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,1.5,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,2.0,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,2.5,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,3.0,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,3.5,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,4.0,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,4.5,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,5.0,0.0,10.0,3,4,0,0,0,8.0
0.0,2013,15,5.5,0.0,10.0,3,4,0,0,0,7.9
0.0,2013,15,6.0,0.0,5.0,3,4,0,0,0,7.3
0.0,2013,15,6.5,0.0,0.0,3,4,0,0,0,7.0
0.0,2013,15,7.0,9.079560042733076,0.0,3,4,0,0,0,7.0
0.0,2013,15,7.5,67.3537421965467,0.0,3,4,0,0,0,7.0
203.0,2013,15,8.0,129.81695353060957,0.0,3,4,0,0,0,7.0
497.0,2013,15,8.5,187.55302554753024,0.0,3,4,0,0,0,7.0
858.0,2013,15,9.0,239.57407804763582,0.0,3,4,0,0,0,7.0
1274.0,2013,15,9.5,284.99001639968907,0.0,4,4,0,0,0,7.0
1838.0,2013,15,10.0,323.0237613068092,0.0,4,4,0,0,0,6.7
2442.0,2013,15,10.5,353.02454484868923,0.0,4,4,0,0,0,6.3
2891.0,2013,15,11.0,374.479045301139,0.0,4,4,0,0,0,6.2
3255.0,2013,15,11.5,387.0201702131059,0.0,4,4,0,0,0,6.4
3437.0,2013,15,12.0,390.43333746028924,0.0,4,4,0,0,0,6.1
3521.0,2013,15,12.5,384.660146804781,0.0,7,3,0,0,0,6.0
3431.0,2013,15,13.0,369.7993791393279,0.0,7,3,0,0,0,6.0
3294.0,2013,15,13.5,346.10530631886894,0.0,7,3,0,0,0,6.0
3022.0,2013,15,14.0,313.9833404986003,0.0,7,3,0,0,0,6.0
2582.0,2013,15,14.5,273.98309741959815,0.0,7,3,0,0,0,6.0
1963.0,2013,15,15.0,226.78899233110687,0.0,7,3,0,0,0,6.0
786.0,2013,15,15.5,173.20852945586836,0.0,8,2,0,0,0,6.0
319.0,2013,15,16.0,114.15848536898882,0.0,8,2,0,0,0,6.0
86.0,2013,15,16.5,50.64922269656001,0.0,8,2,0,0,0,6.0
0.0,2013,15,17.0,2.3242875792825717,0.0,8,2,0,0,0,6.0
0.0,2013,15,17.5,0.0,0.0,8,2,0,0,0,6.0
0.0,2013,15,18.0,0.0,5.0,8,2,0,0,0,6.0
0.0,2013,15,18.5,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,19.0,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,19.5,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,20.0,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,20.5,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,21.0,0.0,10.0,6,2,1,0,0,6.0
0.0,2013,15,21.5,0.0,10.0,4,2,1,0,0,5.9
0.0,2013,15,22.0,0.0,10.0,4,2,1,0,0,5.4
0.0,2013,15,22.5,0.0,10.0,4,2,1,0,0,5.5
0.0,2013,15,23.0,0.0,10.0,4,2,1,0,0,5.1
0.0,2013,15,23.5,0.0,10.0,4,2,1,0,0,5.0
0.0,2013,15,24.0,0.0,10.0,4,2,1,0,0,5.1
0.0,2013,16,0.5,0.0,10.0,2,2,0,0,0,5.1
0.0,2013,16,1.0,0.0,10.0,2,2,0,0,0,5.0
0.0,2013,16,1.5,0.0,10.0,2,2,0,0,0,5.0
0.0,2013,16,2.0,0.0,10.0,2,2,0,0,0,5.0
0.0,2013,16,2.5,0.0,10.0,2,2,0,0,0,5.0
0.0,2013,16,3.0,0.0,10.0,2,2,0,0,0,5.0
0.0,2013,16,3.5,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,4.0,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,4.5,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,5.0,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,5.5,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,6.0,0.0,10.0,1,2,1,0,0,5.0
0.0,2013,16,6.5,0.0,10.0,1,2,0,0,0,5.0
0.0,2013,16,7.0,9.836207665042597,10.0,1,2,0,0,0,5.0
13.0,2013,16,7.5,68.83619764891395,10.0,1,2,0,0,0,5.0
141.0,2013,16,8.0,131.36812955434684,10.0,1,2,0,0,0,5.0
295.0,2013,16,8.5,189.167721453978,10.0,1,2,0,0,0,5.0
321.0,2013,16,9.0,241.24600630533047,10.0,1,2,0,0,0,5.0
414.0,2013,16,9.5,286.71191021576914,10.0,2,2,1,0,0,5.0
708.0,2013,16,10.0,324.7874989638565,10.0,2,2,1,0,0,5.0
1184.0,2013,16,10.5,354.8212886695649,10.0,2,2,1,0,0,5.0
2808.0,2013,16,11.0,376.29939286409046,10.0,2,2,1,0,0,5.2
3274.0,2013,16,11.5,388.8543152298091,10.0,2,2,1,0,0,5.2
3176.0,2013,16,12.0,392.2712375641613,5.0,2,2,1,0,0,4.2
2291.0,2013,16,12.5,386.4916953786566,0.0,6,2,0,0,0,4.0
2153.0,2013,16,13.0,371.6145782424805,0.0,6,2,0,0,0,3.0
1507.0,2013,16,13.5,347.89443775454936,0.0,6,2,0,0,0,3.0
2056.0,2013,16,14.0,315.7371320950769,0.0,6,2,0,0,0,3.0
1726.0,2013,16,14.5,275.6928816795863,0.0,6,2,0,0,0,3.0
1824.0,2013,16,15.0,228.44685473505032,0.0,6,2,0,0,0,3.0
657.0,2013,16,15.5,174.80744388156324,0.0,7,1,0,0,0,3.0
294.0,2013,16,16.0,115.69243431048261,0.0,7,1,0,0,0,3.0
87.0,2013,16,16.5,52.11330022534659,0.0,7,1,0,0,0,3.0
0.0,2013,16,17.0,2.711206318402914,0.0,7,1,0,0,0,3.0
0.0,2013,16,17.5,0.0,0.0,7,1,0,0,0,2.9
0.0,2013,16,18.0,0.0,5.0,7,1,0,0,0,2.8
0.0,2013,16,18.5,0.0,10.0,6,1,1,0,0,2.0
0.0,2013,16,19.0,0.0,10.0,6,1,1,0,0,2.4
0.0,2013,16,19.5,0.0,10.0,6,1,1,0,0,2.3
0.0,2013,16,20.0,0.0,10.0,6,1,1,0,0,3.0
0.0,2013,16,20.5,0.0,10.0,6,1,1,0,0,3.0
0.0,2013,16,21.0,0.0,10.0,6,1,1,0,0,3.0
0.0,2013,16,21.5,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,16,22.0,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,16,22.5,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,16,23.0,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,16,23.5,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,16,24.0,0.0,10.0,6,1,0,0,0,3.0
0.0,2013,17,0.5,0.0,10.0,3,2,1,0,0,3.0
0.0,2013,17,1.0,0.0,10.0,3,2,1,0,0,3.0
0.0,2013,17,1.5,0.0,10.0,3,2,1,0,0,2.5
0.0,2013,17,2.0,0.0,10.0,3,2,1,0,0,2.8
0.0,2013,17,2.5,0.0,10.0,3,2,1,0,0,3.0
0.0,2013,17,3.0,0.0,10.0,3,2,1,0,0,3.0
0.0,2013,17,3.5,0.0,10.0,2,2,0,0,0,3.0
0.0,2013,17,4.0,0.0,10.0,2,2,0,0,0,3.0
0.0,2013,17,4.5,0.0,10.0,2,2,0,0,0,3.0
0.0,2013,17,5.0,0.0,10.0,2,2,0,0,0,3.0
0.0,2013,17,5.5,0.0,10.0,2,2,0,0,0,3.0
0.0,2013,17,6.0,0.0,5.0,2,2,0,0,0,3.0
0.0,2013,17,6.5,0.0,0.0,2,2,0,0,0,3.0
